7777,20200929101009,1
7777,20200929110328,1
7777,20201005113105,1
7777,20201005125815,1
7777,20201005011433,1
7777,20201005011815,1
7777,20201005023009,1
7777,20201005025932,1
7777,20201005030431,1
7777,20201005030816,1
7777,20201005030900,1
7777,20201005051717,1
7777,20201005051822,1
7777,20201005052047,1
7777,20201005053138,1
7777,20201005054106,1
9999,20201005054320,1
7777,20201005054354,1
7777,20201005054616,1
7777,20201005054814,1
7777,20201005054917,1
7777,20201005055324,1
7777,20201005055529,1
7777,20201005055808,1
7777,20201006084053,1
7777,20201006090807,1
7777,20201006125652,1
7777,20201006125701,1
7777,20201006015430,1
7777,20201006051344,1
7777,20201006051809,1
7777,20201006051854,1
7777,20201006052102,1
7777,20201006052233,1
7777,20201006052527,1
7777,20201006052627,1
7777,20201006052723,1
7777,20201006052919,1
7777,20201006053657,1
7777,20201006054041,1
7777,20201006054258,1
7777,20201006055539,1
7777,20201006055832,1
7777,20201006085218,1
7777,20201007085216,1
7777,20201007092632,1
7777,20201007104601,1
7777,20201007031424,1
7777,20201007031630,1
7777,20201007031758,1
7777,20201007031938,1
7777,20201007032334,1
7777,20201007032745,1
7777,20201007034634,1
7777,20201007034727,1
7777,20201007035015,1
7777,20201007035212,1
7777,20201007035429,1
7777,20201008085358,1
7777,20201008085556,1
7777,20201008085614,1
7777,20201008085638,1
7777,20201008091624,1
7777,20201008091723,1
7777,20201008091907,1
7777,20201008092010,1
7777,20201008092130,1
7777,20201008093359,1
7777,20201008093427,1
7777,20201008100119,1
7777,20201008100330,1
7777,20201008100450,1
7777,20201008100513,1
7777,20201008100923,1
7777,20201008101050,1
7777,20201008024620,1
7777,20201008024901,1
7777,20201008025328,1
7777,20201008025447,1
7777,20201008030049,1
7777,20201008030155,1
7777,20201008030348,1
7777,20201008030524,1
7777,20201008030639,1
7777,20201008030805,1
7777,20201008031056,1
7777,20201008031154,1
7777,20201008031514,1
7777,20201008031526,1
7777,20201008033015,1
7777,20201008042427,1
7777,20201008061418,1
7777,20201012100333,1
7777,20201012100700,1
7777,20201012101729,1
7777,20201012101829,1
7777,20201012102002,1
7777,20201012102058,1
7777,20201012102206,1
7777,20201012102353,1
7777,20201012102455,1
7777,20201012102555,1
7777,20201012103027,1
7777,20201012013204,1
7777,20201012013842,1
7777,20201012014138,1
7777,20201012014203,1
7777,20201012014305,1
7777,20201012020502,1
7777,20201012020540,1
7777,20201012043237,1
7777,20201012043312,1
7777,20201012050903,1
7777,20201012050920,1
7777,20201013084507,1
7777,20201013105327,1
7777,20201013115822,1
7777,20201013115920,1
7777,20201013115945,1
7777,20201013120025,1
7777,20201013010046,1
7777,20201013010103,1
7777,20201013015741,1
7777,20201013015816,1
7777,20201013020132,1
7777,20201013020337,1
7777,20201013024222,1
7777,20201014024718,1
7777,20201014052858,1
7777,20201014053441,1
7777,20201014053737,1
7777,20201014053910,1
7777,20201014054000,1
